# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous) moment(pressure viscous porous)
2252          	((9.4809260e+00 -3.0393248e+01 -8.0893336e+00) (1.0945565e-03 -3.5660007e-04 -3.5673422e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9037908e+00 5.5028159e-01 4.4606372e-01) (3.2024016e-05 7.8658700e-05 -1.4674197e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2253          	((9.4726611e+00 -3.0395680e+01 -8.0366237e+00) (1.0944692e-03 -3.5165698e-04 -3.5810074e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9054668e+00 5.5061049e-01 4.4591269e-01) (3.1585315e-05 7.7298104e-05 -1.4671532e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2254          	((9.4892849e+00 -3.0390360e+01 -8.1049456e+00) (1.0946071e-03 -3.4872267e-04 -3.6476872e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9029778e+00 5.6237553e-01 4.4676552e-01) (3.1136181e-05 7.7493089e-05 -1.4652501e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2255          	((9.4761487e+00 -3.0391189e+01 -8.0981107e+00) (1.0949532e-03 -3.4562422e-04 -3.6934290e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9032700e+00 5.6030966e-01 4.4634303e-01) (3.0738358e-05 7.8202823e-05 -1.4637206e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2256          	((9.4977798e+00 -3.0394287e+01 -7.9904221e+00) (1.0960307e-03 -3.3402812e-04 -3.6320487e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9068588e+00 5.7326848e-01 4.4672173e-01) (3.0140092e-05 7.9557915e-05 -1.4692543e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2257          	((9.4771705e+00 -3.0392284e+01 -8.0149526e+00) (1.0982682e-03 -3.2229168e-04 -3.5541572e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9059835e+00 5.6074234e-01 4.4609055e-01) (2.9596834e-05 8.0218233e-05 -1.4656059e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2258          	((9.4919968e+00 -3.0391323e+01 -8.0394868e+00) (1.1055951e-03 -3.1383288e-04 -3.4917388e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9051151e+00 5.5891240e-01 4.4639804e-01) (2.9185516e-05 8.0326491e-05 -1.4607158e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2259          	((9.4827869e+00 -3.0383715e+01 -8.1191158e+00) (1.1087321e-03 -3.1084831e-04 -3.5096396e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9022026e+00 5.6537061e-01 4.4653309e-01) (2.8879213e-05 8.1508283e-05 -1.4504000e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2260          	((9.6591781e+00 -3.0436900e+01 -7.7704745e+00) (1.0995292e-03 -3.3329737e-04 -3.4609092e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9157287e+00 6.2532964e-01 4.5144631e-01) (3.0879689e-05 8.2463027e-05 -1.4011699e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2261          	((9.5236082e+00 -3.0396512e+01 -8.0809509e+00) (1.0921829e-03 -3.4864498e-04 -3.4491768e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.9043005e+00 5.7147599e-01 4.4721311e-01) (3.1951586e-05 8.2845632e-05 -1.3651285e-04) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
