# Forces      
# CofR        : (0.0000000e+00 0.0000000e+00 0.0000000e+00)
# Time        forces(pressure viscous porous) moment(pressure viscous porous)
1             	((2.6148362e+01 -2.9994996e+01 -1.0391679e+02) (-7.3510909e-05 2.0159284e-04 -6.9591711e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-8.2113071e+00 -8.2265086e+00 3.1719162e-02) (-6.4152290e-04 -6.1955268e-04 -1.1232700e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
2             	((2.8214835e+01 -3.2152453e+01 -4.7622636e+01) (-3.6410834e-06 1.8670467e-04 -3.5351678e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((-3.2280629e+00 -3.3482672e+00 3.2556461e-02) (-3.0500751e-04 -2.8337009e-04 -1.5406421e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
3             	((3.0099640e+01 -3.3825324e+01 1.0756001e+01) (-1.1273630e-04 3.1345965e-04 -3.4289624e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.7901998e+00 1.6525401e+00 7.6234429e-03) (-3.0974842e-04 -2.8723540e-04 -1.7764914e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
4             	((3.0347901e+01 -3.3961155e+01 1.4803492e+01) (-1.6170577e-04 3.5871624e-04 -3.9531520e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((2.0909596e+00 1.9890675e+00 -2.9874710e-03) (-3.6841935e-04 -3.4704556e-04 -1.8782919e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
5             	((2.9844146e+01 -3.3490904e+01 -8.8732243e-01) (-1.6877663e-04 3.4979535e-04 -4.1126743e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((7.1551294e-01 6.3158065e-01 9.7884033e-04) (-3.8465561e-04 -3.6437922e-04 -1.8470439e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
6             	((2.9549147e+01 -3.3255721e+01 -7.7297683e+00) (-1.1864976e-04 2.9132390e-04 -3.8509349e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((1.2626418e-01 3.9930502e-02 6.3747697e-03) (-3.5816349e-04 -3.3773036e-04 -1.8612202e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
7             	((2.9526475e+01 -3.3250651e+01 -6.0531734e+00) (-5.3503518e-05 2.2886820e-04 -3.4785677e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((2.7350782e-01 1.8227924e-01 7.4451722e-03) (-3.2174244e-04 -3.0070681e-04 -1.9624468e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
8             	((2.9574047e+01 -3.3286847e+01 -3.6154422e+00) (-5.7441692e-06 1.6883980e-04 -3.1316185e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((4.8222193e-01 3.9051124e-01 6.1255447e-03) (-2.8897476e-04 -2.6804258e-04 -1.9101475e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
9             	((2.9593525e+01 -3.3286108e+01 -3.2519732e+00) (1.8586236e-05 1.0640884e-04 -2.8226439e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((5.1096894e-01 4.2189678e-01 4.4721953e-03) (-2.6032887e-04 -2.4045202e-04 -1.6563939e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
10            	((2.9587669e+01 -3.3267670e+01 -3.7665412e+00) (3.1619414e-05 4.4545332e-05 -2.5275205e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((4.6493221e-01 3.7827510e-01 3.6396586e-03) (-2.3300903e-04 -2.1469073e-04 -1.3328438e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
11            	((2.9561356e+01 -3.3237380e+01 -4.1460856e+00) (5.0161059e-05 -9.8853676e-06 -2.2328093e-03) (0.0000000e+00 0.0000000e+00 0.0000000e+00)) ((4.3163426e-01 3.4541436e-01 3.4373635e-03) (-2.0620953e-04 -1.8881878e-04 -1.1014161e-05) (0.0000000e+00 0.0000000e+00 0.0000000e+00))
