# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
358           	1.9420510e-02	5.9503220e-03	4.0174260e-03	1.4321720e-03
359           	1.9414020e-02	6.0371730e-03	4.0837790e-03	1.4251170e-03
360           	1.9874960e-02	5.8866970e-03	3.8890210e-03	1.3566980e-03
361           	1.7845470e-02	5.9185500e-03	3.9343600e-03	1.3646350e-03
362           	1.9550920e-02	5.7314520e-03	3.8983740e-03	1.3785150e-03
363           	2.0603930e-02	5.9037870e-03	3.9634780e-03	1.3531190e-03
364           	2.1491230e-02	5.7474900e-03	3.8446600e-03	1.3556110e-03
365           	1.9174470e-02	5.7159770e-03	3.8666540e-03	1.3624840e-03
366           	1.6930360e-02	5.5419450e-03	3.6977690e-03	1.2902290e-03
367           	1.7097630e-02	5.4474630e-03	3.8131700e-03	1.3555290e-03
368           	1.9153580e-02	5.4835060e-03	3.7660970e-03	1.3289610e-03
369           	2.0495330e-02	5.4639300e-03	3.6177210e-03	1.2795330e-03
370           	2.0883550e-02	5.5267340e-03	3.6823260e-03	1.3228060e-03
371           	1.9929460e-02	5.4030670e-03	3.6651360e-03	1.3001700e-03
372           	1.8851460e-02	5.4059840e-03	3.6307950e-03	1.2612090e-03
373           	2.0185290e-02	5.2473750e-03	3.5563910e-03	1.2493860e-03
374           	1.7003540e-02	5.3426070e-03	3.6268310e-03	1.2794820e-03
375           	1.7082480e-02	5.2065540e-03	3.6152170e-03	1.2738860e-03
376           	1.9368740e-02	5.1902660e-03	3.6843480e-03	1.2768950e-03
377           	1.9526130e-02	5.1182600e-03	3.4989440e-03	1.2201880e-03
378           	1.8809760e-02	5.0860040e-03	3.4266240e-03	1.2142360e-03
379           	1.7664330e-02	5.0360270e-03	3.4735090e-03	1.2221250e-03
380           	1.6879110e-02	4.9823570e-03	3.4237460e-03	1.1947490e-03
381           	1.9814930e-02	4.9271370e-03	3.4663080e-03	1.2083070e-03
382           	1.7942290e-02	5.0448430e-03	3.4985310e-03	1.2187950e-03
383           	1.6927540e-02	4.8455930e-03	3.4605280e-03	1.2045110e-03
384           	1.7911110e-02	4.7910070e-03	3.3860000e-03	1.1791620e-03
385           	2.0485680e-02	4.8300400e-03	3.3828630e-03	1.1678620e-03
386           	1.9460720e-02	4.9506520e-03	3.4320990e-03	1.2056640e-03
387           	1.8827810e-02	4.6849330e-03	3.3414260e-03	1.1889720e-03
388           	1.6822690e-02	4.6961850e-03	3.2742550e-03	1.1397330e-03
389           	1.6296560e-02	4.5634580e-03	3.3102310e-03	1.1528110e-03
390           	1.7212190e-02	4.5830970e-03	3.3998120e-03	1.1579640e-03
391           	1.8447690e-02	4.5577790e-03	3.2609220e-03	1.1352120e-03
392           	2.1251550e-02	4.5720840e-03	3.1922230e-03	1.1025730e-03
393           	2.0005720e-02	4.6292170e-03	3.2816140e-03	1.1361070e-03
394           	1.9119680e-02	4.4458270e-03	3.1194840e-03	1.0765750e-03
395           	1.7711580e-02	4.5195780e-03	3.1982410e-03	1.0905670e-03
396           	1.7101150e-02	4.4623630e-03	3.1064100e-03	1.0707790e-03
397           	2.0270520e-02	4.3597000e-03	3.0872000e-03	1.0590830e-03
398           	1.9749310e-02	4.4537790e-03	3.0410530e-03	1.0483850e-03
399           	1.8697280e-02	4.4185130e-03	3.0762530e-03	1.0493060e-03
400           	1.9073960e-02	4.3744970e-03	3.0488710e-03	1.0235730e-03
401           	1.7470210e-02	4.3955720e-03	3.0618520e-03	1.0324220e-03
402           	1.9865640e-02	4.4653720e-03	3.0847790e-03	1.0371580e-03
403           	1.8356890e-02	4.4252330e-03	3.0752950e-03	1.0251190e-03
404           	1.7940670e-02	4.3056740e-03	2.9317280e-03	9.9322600e-04
405           	1.7343690e-02	4.2730380e-03	2.9212160e-03	9.8669860e-04
406           	1.7225240e-02	4.2842130e-03	2.8832540e-03	9.8692940e-04
407           	2.0244680e-02	4.3353460e-03	2.9351400e-03	9.7033820e-04
408           	2.0318190e-02	4.3916350e-03	3.1246050e-03	1.0200210e-03
409           	2.1098370e-02	4.3814850e-03	3.0207750e-03	9.7088310e-04
410           	1.9265170e-02	4.3685960e-03	3.0008410e-03	9.8258210e-04
411           	1.7736330e-02	4.3085800e-03	2.9793030e-03	9.6053830e-04
412           	1.7868640e-02	4.2825850e-03	2.9049570e-03	9.3712190e-04
413           	2.0813280e-02	4.3047800e-03	2.9719000e-03	9.4466090e-04
414           	1.7233190e-02	4.4330800e-03	3.0017600e-03	9.5079170e-04
415           	1.7270880e-02	4.3643790e-03	2.9446920e-03	9.4460750e-04
416           	1.8380700e-02	4.2753680e-03	2.8963800e-03	9.2104610e-04
417           	2.0244330e-02	4.3189780e-03	2.9181740e-03	9.2603340e-04
418           	1.9148570e-02	4.3772570e-03	2.9986430e-03	9.5097600e-04
419           	1.7932730e-02	4.2884580e-03	2.9415890e-03	9.2323780e-04
420           	1.7251160e-02	4.2782790e-03	2.9326260e-03	9.2270250e-04
421           	1.7046500e-02	4.3475890e-03	2.9385040e-03	9.2267540e-04
422           	1.9316640e-02	4.3388100e-03	3.0188220e-03	9.2315230e-04
423           	1.9195410e-02	4.3327030e-03	3.0522990e-03	9.3136560e-04
424           	2.1402300e-02	4.4714060e-03	3.1293280e-03	9.5942410e-04
425           	2.0378210e-02	4.4963860e-03	3.0331170e-03	9.5238170e-04
426           	1.9096670e-02	4.4583530e-03	2.9948720e-03	9.4005090e-04
427           	1.9187940e-02	4.4160630e-03	3.0521720e-03	9.5525780e-04
428           	2.0221120e-02	4.3969250e-03	3.0113110e-03	9.2487030e-04
429           	1.8360500e-02	4.3253590e-03	2.9755400e-03	9.1767960e-04
430           	1.8319100e-02	4.4424870e-03	3.0271340e-03	9.3964170e-04
431           	1.8609160e-02	4.3986070e-03	3.0553610e-03	9.3086060e-04
432           	1.6076820e-02	4.4442590e-03	3.0163540e-03	9.2419750e-04
433           	1.4628450e-02	4.3264450e-03	2.9761150e-03	9.2902110e-04
434           	1.8613730e-02	4.3677240e-03	3.0413730e-03	9.5754120e-04
435           	1.9675410e-02	4.5158180e-03	3.0732300e-03	9.3676490e-04
436           	2.0434710e-02	4.3662480e-03	3.0382160e-03	9.2678830e-04
437           	2.0326520e-02	4.4108990e-03	3.1073830e-03	9.5728470e-04
438           	2.0770210e-02	4.3524720e-03	3.0196160e-03	9.0791310e-04
439           	1.8517740e-02	4.4253440e-03	3.0797140e-03	9.3261760e-04
440           	1.7021190e-02	4.2945450e-03	2.9557550e-03	9.0528670e-04
441           	1.6761860e-02	4.3258340e-03	2.9995090e-03	9.1812370e-04
442           	1.7496050e-02	4.3726230e-03	3.0174020e-03	9.2404410e-04
443           	1.9126660e-02	4.3348140e-03	2.9508010e-03	9.0106790e-04
444           	2.3551920e-02	4.4181280e-03	3.0078330e-03	9.1725490e-04
445           	2.2476880e-02	4.5829240e-03	3.2506760e-03	9.6961590e-04
446           	1.9246050e-02	4.4828650e-03	3.1931960e-03	9.4586140e-04
447           	1.7527990e-02	4.3509170e-03	3.0234280e-03	9.1776930e-04
448           	1.8972680e-02	4.3233810e-03	3.0539100e-03	9.2439430e-04
449           	1.8723670e-02	4.4364410e-03	3.0507410e-03	9.1174370e-04
450           	1.6558310e-02	4.3473790e-03	3.0233140e-03	9.0707740e-04
451           	1.5181100e-02	4.3073120e-03	3.0086560e-03	9.1935610e-04
452           	1.8908470e-02	4.2549120e-03	2.9782270e-03	9.2650510e-04
453           	2.0409300e-02	4.3701880e-03	3.0367120e-03	9.1965790e-04
454           	2.1353240e-02	4.4520970e-03	3.1268260e-03	9.2572900e-04
455           	1.9898510e-02	4.4652830e-03	3.1758540e-03	9.4347990e-04
456           	1.6797780e-02	4.3441180e-03	3.0212050e-03	8.9884250e-04
457           	1.8134640e-02	4.2739770e-03	2.9988450e-03	9.3398080e-04
458           	1.9589690e-02	4.3945850e-03	3.0526110e-03	9.2443470e-04
459           	1.6931280e-02	4.3464790e-03	3.0586370e-03	8.9519090e-04
460           	1.5675480e-02	4.2518670e-03	2.9431700e-03	8.8776010e-04
461           	1.7682600e-02	4.3261860e-03	2.9901850e-03	8.9496200e-04
462           	1.8660840e-02	4.3410640e-03	2.9491440e-03	9.0175190e-04
463           	2.0175400e-02	4.3936580e-03	2.9480670e-03	9.0249100e-04
464           	2.1339100e-02	4.3605910e-03	3.0354180e-03	9.0705180e-04
465           	1.9324250e-02	4.3762280e-03	3.0899760e-03	9.3019660e-04
466           	1.8622100e-02	4.3288640e-03	2.9684200e-03	8.8753360e-04
467           	1.9462160e-02	4.3244860e-03	2.9442020e-03	8.7540580e-04
468           	1.7568660e-02	4.3184070e-03	3.0111950e-03	8.9744260e-04
469           	1.5647540e-02	4.2918790e-03	2.9379450e-03	8.7060460e-04
470           	1.6713040e-02	4.1955700e-03	2.8295920e-03	8.5658180e-04
471           	1.8691560e-02	4.2850260e-03	2.8844670e-03	8.6392780e-04
472           	1.8369950e-02	4.3865490e-03	2.9994340e-03	8.8449340e-04
473           	1.6857500e-02	4.2298760e-03	2.8629680e-03	8.4954340e-04
474           	1.9657570e-02	4.2585110e-03	2.9272280e-03	8.7015980e-04
475           	1.7082430e-02	4.3172390e-03	2.9315620e-03	8.6740700e-04
476           	1.6607060e-02	4.1543000e-03	2.8060320e-03	8.3227180e-04
477           	1.5975330e-02	4.2280670e-03	2.8966740e-03	8.4623020e-04
478           	1.6159510e-02	4.1395760e-03	2.7883160e-03	8.3835200e-04
479           	1.8370670e-02	4.1331920e-03	2.7565210e-03	8.2039880e-04
480           	1.6569670e-02	4.1585500e-03	2.8078460e-03	8.3344860e-04
481           	1.4163990e-02	4.1051910e-03	2.7783510e-03	8.2693180e-04
482           	1.5675190e-02	4.0854220e-03	2.7901560e-03	8.3917990e-04
483           	1.8009840e-02	4.0690400e-03	2.7984780e-03	8.2596600e-04
484           	1.7697630e-02	4.0577910e-03	2.7568910e-03	8.2047300e-04
485           	2.0905180e-02	3.9954950e-03	2.7185840e-03	8.0689350e-04
486           	1.8466540e-02	4.0924680e-03	2.8838790e-03	8.6678740e-04
487           	1.7442630e-02	4.0171900e-03	2.7486460e-03	8.0916100e-04
488           	1.7932340e-02	4.0324720e-03	2.6385450e-03	8.1578090e-04
489           	1.8310750e-02	4.0547040e-03	2.7042040e-03	8.2990910e-04
490           	1.8475690e-02	4.0243850e-03	2.7049560e-03	7.9893580e-04
491           	1.9986650e-02	4.0049680e-03	2.7290510e-03	8.1445010e-04
492           	1.9392530e-02	4.0018120e-03	2.7119150e-03	8.2118930e-04
493           	1.9050990e-02	3.9950910e-03	2.6315760e-03	8.1085010e-04
494           	1.7660030e-02	3.9755910e-03	2.7360480e-03	8.0057190e-04
495           	1.6519130e-02	3.8740870e-03	2.6136660e-03	8.0002860e-04
496           	2.0976430e-02	3.8265500e-03	2.5422260e-03	7.7581630e-04
497           	1.8695380e-02	4.0573720e-03	2.7329280e-03	8.2772820e-04
498           	1.5744440e-02	3.9168110e-03	2.5954460e-03	7.8983930e-04
499           	1.4462780e-02	3.7921070e-03	2.5910630e-03	7.8633380e-04
500           	1.5989500e-02	3.7763210e-03	2.6005580e-03	7.9431920e-04
501           	1.6613020e-02	3.7727690e-03	2.5014450e-03	7.5659010e-04
502           	1.5302580e-02	3.7844850e-03	2.4746720e-03	7.7042720e-04
503           	1.4215380e-02	3.6915180e-03	2.5573710e-03	7.7239790e-04
504           	1.8820260e-02	3.6593030e-03	2.5511410e-03	7.6244700e-04
505           	1.9692470e-02	3.7801760e-03	2.5326680e-03	7.7476640e-04
506           	2.0316790e-02	3.7298960e-03	2.5723170e-03	7.7201830e-04
507           	1.8937770e-02	3.8837300e-03	2.6556790e-03	8.0175170e-04
508           	1.6983330e-02	3.7052280e-03	2.5517870e-03	7.6256950e-04
509           	1.5510150e-02	3.6635660e-03	2.5886730e-03	7.5413380e-04
510           	1.4860970e-02	3.5820590e-03	2.5365130e-03	7.5801000e-04
511           	1.6680870e-02	3.5418520e-03	2.4733920e-03	7.5192820e-04
512           	1.8017190e-02	3.6086580e-03	2.4985420e-03	7.3905130e-04
513           	1.6043770e-02	3.5789340e-03	2.4462020e-03	7.1380860e-04
514           	1.5996370e-02	3.4802910e-03	2.3544010e-03	7.0071540e-04
515           	1.6823990e-02	3.4716820e-03	2.3198330e-03	6.8700880e-04
516           	1.6605690e-02	3.5248600e-03	2.4373170e-03	7.0917410e-04
517           	1.7244580e-02	3.4119970e-03	2.3617970e-03	6.9659510e-04
518           	1.7333480e-02	3.4446590e-03	2.3507300e-03	6.9922730e-04
519           	1.6173210e-02	3.4561500e-03	2.3186400e-03	6.8228720e-04
520           	1.6193750e-02	3.4968120e-03	2.4100530e-03	7.1412770e-04
521           	1.6151420e-02	3.3480440e-03	2.2728730e-03	6.7498770e-04
522           	1.5501730e-02	3.3697220e-03	2.3238590e-03	7.0447950e-04
523           	1.5615410e-02	3.3125810e-03	2.2122660e-03	6.6131350e-04
524           	1.5590050e-02	3.3718850e-03	2.2872730e-03	6.6883920e-04
525           	1.6488170e-02	3.3629520e-03	2.2782340e-03	6.6613310e-04
526           	1.7261240e-02	3.3307210e-03	2.2380140e-03	6.5394750e-04
527           	1.7910610e-02	3.3885850e-03	2.3249490e-03	6.6221860e-04
528           	1.5693030e-02	3.3853790e-03	2.2791880e-03	6.6611750e-04
529           	1.6822860e-02	3.2849940e-03	2.1926970e-03	6.5965910e-04
530           	1.7862960e-02	3.3660780e-03	2.2635640e-03	6.5244060e-04
531           	1.6884690e-02	3.2081610e-03	2.1770490e-03	6.3905420e-04
532           	1.3854640e-02	3.3641210e-03	2.2249390e-03	6.7017940e-04
533           	1.5039150e-02	3.3126410e-03	2.3228370e-03	7.0328580e-04
534           	1.7746790e-02	3.2637900e-03	2.2901330e-03	6.8881080e-04
535           	1.6934890e-02	3.3576110e-03	2.3373800e-03	6.5659910e-04
536           	1.4874320e-02	3.2941650e-03	2.1448120e-03	6.4477190e-04
537           	1.4683940e-02	3.3723850e-03	2.2753510e-03	6.7758740e-04
538           	1.7789940e-02	3.2777980e-03	2.1802550e-03	6.5245260e-04
539           	1.7190950e-02	3.3501210e-03	2.2862660e-03	6.6508090e-04
540           	1.6405230e-02	3.3473140e-03	2.2702020e-03	6.4820930e-04
541           	1.6665780e-02	3.2685700e-03	2.1159880e-03	6.3713470e-04
542           	1.4956940e-02	3.1528570e-03	2.0553330e-03	6.1268530e-04
543           	1.5632830e-02	3.1083480e-03	2.0557400e-03	6.2268560e-04
544           	1.5463760e-02	3.1333410e-03	2.0760280e-03	6.1533140e-04
545           	1.4999360e-02	3.1471320e-03	2.0544080e-03	6.1218350e-04
546           	1.4330780e-02	3.2075200e-03	2.0892520e-03	6.2290440e-04
547           	1.6267090e-02	3.1244500e-03	2.0132570e-03	6.0403110e-04
548           	1.9006680e-02	3.2360540e-03	2.1517820e-03	6.2987090e-04
549           	1.7017620e-02	3.3085910e-03	2.2343010e-03	6.4522000e-04
550           	1.9528970e-02	3.2479040e-03	2.0754060e-03	6.3667530e-04
551           	1.9203630e-02	3.4662740e-03	2.4070750e-03	7.1923890e-04
552           	1.5500750e-02	3.2431430e-03	2.1560800e-03	6.1677150e-04
553           	1.3593180e-02	3.3193820e-03	2.1749060e-03	6.3565430e-04
554           	1.5350590e-02	3.1410540e-03	2.2148690e-03	6.5777790e-04
555           	1.6154980e-02	3.1907380e-03	2.1153510e-03	6.0553900e-04
556           	1.6303090e-02	3.2165810e-03	2.0748970e-03	6.0740050e-04
557           	1.5701370e-02	3.1539950e-03	2.0909760e-03	6.1501480e-04
558           	1.8427850e-02	3.1428310e-03	2.1241300e-03	6.1480770e-04
559           	1.7202590e-02	3.2944610e-03	2.1208420e-03	6.0364360e-04
560           	1.7358190e-02	3.2393490e-03	2.1946090e-03	6.1291590e-04
561           	1.5179480e-02	3.1031330e-03	1.9795310e-03	5.8598490e-04
562           	1.5767070e-02	3.0762920e-03	2.0009610e-03	5.9024780e-04
563           	1.8226480e-02	3.1152140e-03	2.0272420e-03	5.8320350e-04
564           	1.8681380e-02	3.2092030e-03	2.2410110e-03	6.4916190e-04
565           	1.6640190e-02	3.1234500e-03	2.1612620e-03	6.3068140e-04
566           	1.5677590e-02	3.0729520e-03	2.0250330e-03	5.8882060e-04
567           	1.6786600e-02	3.1455860e-03	2.1333040e-03	6.1271180e-04
568           	1.5797260e-02	3.2176670e-03	2.0158670e-03	5.8039790e-04
569           	1.6965290e-02	3.1881910e-03	2.0220560e-03	5.8341590e-04
570           	1.6803440e-02	3.2040230e-03	2.0717270e-03	5.8928320e-04
571           	1.6138180e-02	3.2385430e-03	2.1196850e-03	6.0541890e-04
572           	1.5352690e-02	3.1457340e-03	2.0323960e-03	5.7755540e-04
573           	1.6005290e-02	3.1095460e-03	2.0487390e-03	5.8094450e-04
574           	1.5700550e-02	3.1897120e-03	2.0763750e-03	5.8943670e-04
575           	1.6842340e-02	3.1822970e-03	2.0617810e-03	5.7920970e-04
576           	1.7033950e-02	3.1334490e-03	2.0345330e-03	5.7164960e-04
577           	1.6115390e-02	3.2309960e-03	2.0841660e-03	6.0708970e-04
578           	1.5167880e-02	3.1413370e-03	2.0120430e-03	5.7369510e-04
579           	1.9373870e-02	3.3410630e-03	2.1472240e-03	6.0065550e-04
580           	1.7110850e-02	3.4085240e-03	2.1732890e-03	6.1824400e-04
581           	1.5510440e-02	3.1406720e-03	2.0307670e-03	5.6712500e-04
582           	1.7866750e-02	3.2257850e-03	2.0362430e-03	5.8250530e-04
583           	1.7561280e-02	3.2784810e-03	2.1007510e-03	5.8308110e-04
584           	1.7341180e-02	3.1866790e-03	2.0500200e-03	5.7512100e-04
585           	1.5392420e-02	3.2068730e-03	2.0730850e-03	5.7409540e-04
586           	1.6116810e-02	3.1975670e-03	2.0588910e-03	5.7945770e-04
587           	1.6564440e-02	3.1960900e-03	2.0199250e-03	5.7077020e-04
588           	1.5832960e-02	3.1327650e-03	2.0548310e-03	5.8991110e-04
589           	1.8937340e-02	3.2290420e-03	2.0206560e-03	5.8284000e-04
590           	1.6231780e-02	3.3344980e-03	2.1100330e-03	5.8358120e-04
591           	1.8771520e-02	3.1479000e-03	1.9835980e-03	5.6017750e-04
592           	1.8245520e-02	3.2674590e-03	2.1151660e-03	5.7880820e-04
593           	1.6217320e-02	3.3514400e-03	2.1680940e-03	5.9608440e-04
594           	1.5677950e-02	3.1924950e-03	2.0693680e-03	5.7215610e-04
595           	1.5396200e-02	3.1875320e-03	2.0515370e-03	5.6266580e-04
596           	1.4871210e-02	3.2074920e-03	2.0682370e-03	5.6637000e-04
597           	1.6560860e-02	3.2137520e-03	2.0782490e-03	5.6394460e-04
598           	1.7808030e-02	3.3777920e-03	2.0856340e-03	5.7620040e-04
599           	1.8187020e-02	3.4243390e-03	2.1105490e-03	5.7317310e-04
600           	2.1314050e-02	3.3103290e-03	2.1366580e-03	5.6886530e-04
601           	1.7595760e-02	3.4407120e-03	2.2999580e-03	6.4827250e-04
602           	1.4358850e-02	3.1639680e-03	1.9731970e-03	5.5255120e-04
603           	1.3777570e-02	3.2128300e-03	2.0860040e-03	5.7091040e-04
604           	1.4247370e-02	3.2201860e-03	2.0999480e-03	5.8145230e-04
605           	1.4885570e-02	3.1951040e-03	2.1442470e-03	5.9117100e-04
606           	1.7180240e-02	3.1986400e-03	2.0029470e-03	5.4612550e-04
607           	1.7242360e-02	3.2959620e-03	2.0730610e-03	5.7295840e-04
608           	1.5450570e-02	3.1913570e-03	2.0152350e-03	5.4964950e-04
609           	1.6846720e-02	3.1659960e-03	2.0447020e-03	5.5387380e-04
610           	1.6950010e-02	3.2968860e-03	2.1121610e-03	5.5072950e-04
611           	1.9348320e-02	3.2423040e-03	2.0514550e-03	5.6414980e-04
612           	1.6758620e-02	3.3203770e-03	2.1312280e-03	5.7017850e-04
613           	1.5678690e-02	3.1849800e-03	2.0463540e-03	5.7071670e-04
614           	1.8174970e-02	3.2400330e-03	2.0888860e-03	5.8386040e-04
615           	1.7728060e-02	3.2994410e-03	2.0954320e-03	5.6319060e-04
616           	1.5733930e-02	3.2521440e-03	2.0484140e-03	5.5462630e-04
617           	1.4967640e-02	3.2264410e-03	2.0613700e-03	5.6917350e-04
618           	1.5883990e-02	3.1778960e-03	2.0091180e-03	5.6160950e-04
619           	1.5132280e-02	3.2583710e-03	2.0649420e-03	5.6190420e-04
620           	1.3177890e-02	3.2181490e-03	2.0201190e-03	5.4530000e-04
621           	1.6971980e-02	3.1151060e-03	1.9439680e-03	5.4330620e-04
622           	1.7855020e-02	3.2529970e-03	2.0777930e-03	5.7178440e-04
623           	1.8082090e-02	3.3217950e-03	2.1443530e-03	5.8222590e-04
624           	1.9779280e-02	3.2149520e-03	2.0540880e-03	5.5400310e-04
625           	1.8488180e-02	3.4847930e-03	2.1310280e-03	5.9255650e-04
626           	1.8614730e-02	3.3516790e-03	2.0847370e-03	5.6153320e-04
627           	1.5149350e-02	3.3275130e-03	2.0448610e-03	5.6383090e-04
628           	1.3824370e-02	3.2843210e-03	2.0936920e-03	5.8507070e-04
629           	1.5288330e-02	3.1405160e-03	2.0021010e-03	5.5230040e-04
630           	1.5291450e-02	3.1486030e-03	2.0060000e-03	5.4655020e-04
631           	1.8493220e-02	3.1233780e-03	1.9868710e-03	5.5919380e-04
632           	1.7963800e-02	3.2498580e-03	2.0170250e-03	5.5451680e-04
633           	1.6552660e-02	3.2036030e-03	2.0039540e-03	5.6000920e-04
634           	1.7726690e-02	3.2704730e-03	2.0415720e-03	5.6032920e-04
635           	1.8661420e-02	3.1927980e-03	2.0622320e-03	5.6083230e-04
636           	1.9028900e-02	3.2108200e-03	2.0523710e-03	5.4985600e-04
637           	1.5608490e-02	3.3893250e-03	2.1871160e-03	5.9012840e-04
638           	1.4541830e-02	3.1031450e-03	1.9519380e-03	5.3681010e-04
639           	1.5367490e-02	3.1820500e-03	2.0548590e-03	5.4601320e-04
640           	1.5930600e-02	3.0791730e-03	1.9188360e-03	5.3071020e-04
641           	1.4769850e-02	3.1860050e-03	2.0167770e-03	5.5812880e-04
642           	1.7106990e-02	3.1609680e-03	2.0231750e-03	5.5859940e-04
643           	1.6185500e-02	3.2073920e-03	2.0124830e-03	5.5446590e-04
644           	1.7381470e-02	3.1584260e-03	1.9803770e-03	5.3722030e-04
645           	1.6244280e-02	3.1328120e-03	2.0623490e-03	5.5132900e-04
646           	1.3464440e-02	3.0993660e-03	1.9738660e-03	5.3221590e-04
647           	1.2549970e-02	2.9990820e-03	1.9183630e-03	5.2611140e-04
648           	1.3220020e-02	3.0417380e-03	2.0054300e-03	5.4003540e-04
649           	1.5306140e-02	3.0561620e-03	1.9668770e-03	5.4053050e-04
650           	1.7217950e-02	3.0778990e-03	1.9794590e-03	5.4517430e-04
651           	1.8479130e-02	3.1029790e-03	2.0809520e-03	5.7498680e-04
652           	1.4783280e-02	3.2216120e-03	2.1441180e-03	5.6174150e-04
653           	1.7873270e-02	3.0250970e-03	2.0016340e-03	5.5742850e-04
654           	1.7778030e-02	3.2404980e-03	2.1099490e-03	5.4942750e-04
655           	1.5516230e-02	3.1039940e-03	2.0587090e-03	5.4701690e-04
656           	1.2910180e-02	3.0491120e-03	2.0134790e-03	5.3223740e-04
657           	1.2983150e-02	2.9670430e-03	1.9536610e-03	5.3607130e-04
658           	1.5756600e-02	2.9692340e-03	1.9231170e-03	5.1006630e-04
659           	1.6939380e-02	3.0023060e-03	2.0036830e-03	5.2245650e-04
660           	1.5480870e-02	3.1739690e-03	2.1596430e-03	5.5107290e-04
661           	1.5155010e-02	2.9699990e-03	1.8875410e-03	5.1243930e-04
662           	1.6714210e-02	3.0361720e-03	2.0213220e-03	5.5030980e-04
663           	1.5080940e-02	2.9559240e-03	2.0146540e-03	5.4747700e-04
664           	1.6212120e-02	2.9112090e-03	2.0012690e-03	5.3925210e-04
665           	1.7092400e-02	3.0428710e-03	1.9783820e-03	5.1353800e-04
666           	1.5148920e-02	3.0210560e-03	2.0301500e-03	5.4432370e-04
667           	1.5114580e-02	2.9351850e-03	1.9576570e-03	5.1905840e-04
668           	1.4820620e-02	3.0381380e-03	2.0185410e-03	5.3840240e-04
669           	1.4236150e-02	2.9557380e-03	1.9394040e-03	5.2197860e-04
670           	1.3935180e-02	2.9220470e-03	2.0826880e-03	5.7008330e-04
671           	1.6702250e-02	2.9142650e-03	1.9848710e-03	5.3030810e-04
672           	2.0255580e-02	3.0145410e-03	2.0437920e-03	5.3264800e-04
673           	1.9372380e-02	3.1601710e-03	2.1617640e-03	5.6583050e-04
674           	1.6025200e-02	2.9847200e-03	1.9350940e-03	5.2074230e-04
675           	1.7057590e-02	3.0236180e-03	2.0333500e-03	5.2599360e-04
676           	1.5753160e-02	3.0684860e-03	2.1035130e-03	5.4016990e-04
677           	1.3847370e-02	3.0307050e-03	1.9939870e-03	5.1810420e-04
678           	1.4983280e-02	2.9940560e-03	1.9593140e-03	5.2518810e-04
679           	1.8835440e-02	2.8778880e-03	1.9669960e-03	5.2467810e-04
680           	1.9086660e-02	3.0869280e-03	2.2283840e-03	6.0791460e-04
681           	1.6546870e-02	3.0626690e-03	2.2681180e-03	6.0746900e-04
682           	1.8834290e-02	2.9430520e-03	2.0249510e-03	5.4435320e-04
683           	1.5072870e-02	3.1193720e-03	2.1410270e-03	5.6752760e-04
684           	1.6483800e-02	2.8553740e-03	2.0543200e-03	5.5401050e-04
685           	1.9860720e-02	3.0787360e-03	2.0644370e-03	5.3643290e-04
686           	1.7462570e-02	3.1045790e-03	2.0751050e-03	5.6236380e-04
687           	1.8791720e-02	2.8871280e-03	2.0123840e-03	5.3290490e-04
688           	1.8757340e-02	2.9771760e-03	2.1274230e-03	5.7241570e-04
689           	1.6982220e-02	3.1857720e-03	2.2737000e-03	6.0207510e-04
690           	1.5351440e-02	2.9321640e-03	1.9388840e-03	5.0814380e-04
691           	1.8015820e-02	2.8620530e-03	1.9724490e-03	5.0922210e-04
692           	1.6640980e-02	2.9222450e-03	2.0559560e-03	5.1777480e-04
693           	1.4306970e-02	2.9048710e-03	2.0348040e-03	5.0971360e-04
694           	1.3292260e-02	2.9185870e-03	1.9528590e-03	5.0117730e-04
695           	1.3556570e-02	2.9171240e-03	1.9147980e-03	4.9945230e-04
696           	1.5473980e-02	2.8143870e-03	1.9446410e-03	5.0581680e-04
697           	1.5077370e-02	2.8169350e-03	1.9200070e-03	5.0860340e-04
698           	1.5549140e-02	2.8063530e-03	1.8975520e-03	4.9116550e-04
699           	1.5255330e-02	2.8320670e-03	1.9642800e-03	4.9410320e-04
700           	1.6222220e-02	2.8264140e-03	1.9307410e-03	4.9248820e-04
701           	1.4497280e-02	2.8434020e-03	1.9152690e-03	4.8995980e-04
702           	1.6380230e-02	2.8033560e-03	1.8962680e-03	4.9137360e-04
703           	1.7752310e-02	2.8717900e-03	2.0058690e-03	5.2167130e-04
704           	1.4789140e-02	2.8855920e-03	2.0061000e-03	5.3054020e-04
705           	1.4353520e-02	2.8040520e-03	1.8871520e-03	4.7960730e-04
706           	1.4719230e-02	2.7559490e-03	1.9334080e-03	4.9050060e-04
707           	1.7725000e-02	2.7859330e-03	1.9299000e-03	4.8462990e-04
708           	1.6799060e-02	2.8637980e-03	2.0751590e-03	5.3185240e-04
709           	1.6219070e-02	2.8066890e-03	1.9277020e-03	5.0285300e-04
710           	1.6021860e-02	2.8230570e-03	2.0191720e-03	5.2156800e-04
711           	1.5435160e-02	2.7972010e-03	1.9583550e-03	4.7986860e-04
712           	1.4949020e-02	2.9410430e-03	1.9512290e-03	4.8768160e-04
713           	1.5415620e-02	2.7690910e-03	1.8922940e-03	4.8187430e-04
714           	1.3491330e-02	2.8166500e-03	1.8879190e-03	4.8292620e-04
715           	1.3355220e-02	2.6899090e-03	1.9594820e-03	5.1865920e-04
