# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
57            	3.3787160e-02	1.0174380e-02	9.8676570e-03	4.5775920e-03
58            	3.5966230e-02	1.0136200e-02	9.8405720e-03	4.5341150e-03
59            	3.8150740e-02	1.0087600e-02	9.6505120e-03	4.4038100e-03
60            	3.6986400e-02	9.9064870e-03	9.5353110e-03	4.3087130e-03
61            	3.5224880e-02	9.9725090e-03	9.5530980e-03	4.2993380e-03
62            	3.3971920e-02	9.9353550e-03	9.6107870e-03	4.3047940e-03
63            	3.4439060e-02	9.8213450e-03	9.5276720e-03	4.2544370e-03
64            	3.4283560e-02	9.8562470e-03	9.4135310e-03	4.1642310e-03
65            	3.3734780e-02	9.6472780e-03	9.2047380e-03	4.0915480e-03
66            	3.3401700e-02	9.5377690e-03	9.1783280e-03	4.0647180e-03
67            	3.1499590e-02	9.4915660e-03	9.0539010e-03	4.0382630e-03
68            	3.1040490e-02	9.3260970e-03	8.9803220e-03	4.0493930e-03
69            	3.4800970e-02	9.2855780e-03	8.8954210e-03	4.0189420e-03
70            	3.4977940e-02	9.4221750e-03	8.9146300e-03	3.9630950e-03
71            	3.2951270e-02	9.2926200e-03	8.6656480e-03	3.8785020e-03
72            	3.0817900e-02	9.2230680e-03	8.6391310e-03	3.8785730e-03
73            	3.0325710e-02	9.1433510e-03	8.7050670e-03	3.9112340e-03
74            	3.3655200e-02	9.1759660e-03	8.6482870e-03	3.8697580e-03
75            	3.3849340e-02	8.9254840e-03	8.3862310e-03	3.7765550e-03
76            	3.2857440e-02	8.8799640e-03	8.3871540e-03	3.7461560e-03
77            	3.2221620e-02	8.9128340e-03	8.3956690e-03	3.7375550e-03
78            	3.2998930e-02	8.8029460e-03	8.2334240e-03	3.7268190e-03
79            	3.4329560e-02	8.9228280e-03	8.3224280e-03	3.7112980e-03
80            	3.0260290e-02	8.7715410e-03	8.2103280e-03	3.6761790e-03
81            	3.1530990e-02	8.6533510e-03	8.2268080e-03	3.7081630e-03
82            	3.4760390e-02	8.8634750e-03	8.1430550e-03	3.6611130e-03
83            	3.1946350e-02	8.7495940e-03	8.1410000e-03	3.6265570e-03
84            	2.9823200e-02	8.5911040e-03	7.9529940e-03	3.6049750e-03
85            	2.9692120e-02	8.6663440e-03	8.0214310e-03	3.6344490e-03
86            	3.2286280e-02	8.6373320e-03	7.9847740e-03	3.6218120e-03
87            	3.2050320e-02	8.7058110e-03	7.9790440e-03	3.5801890e-03
88            	3.1024480e-02	8.5813370e-03	7.8400740e-03	3.5609460e-03
89            	3.4372200e-02	8.5695800e-03	7.8311640e-03	3.5470210e-03
90            	3.3399420e-02	8.7724520e-03	8.0177550e-03	3.5302840e-03
91            	3.1534550e-02	8.7479120e-03	7.9325050e-03	3.5333980e-03
92            	3.1537080e-02	8.6421780e-03	7.8484620e-03	3.5391930e-03
93            	3.1747130e-02	8.6647360e-03	7.8587030e-03	3.5367430e-03
94            	3.1099450e-02	8.6306840e-03	7.7654990e-03	3.4842510e-03
95            	3.0184820e-02	8.6126940e-03	7.7242860e-03	3.4651520e-03
96            	3.1607210e-02	8.6784850e-03	7.7230160e-03	3.4821100e-03
97            	3.3647300e-02	8.7205600e-03	7.6695570e-03	3.4684150e-03
98            	3.4610200e-02	8.7486420e-03	7.7739940e-03	3.4321990e-03
99            	3.6161280e-02	8.7680590e-03	7.7979270e-03	3.3966760e-03
100           	3.1562250e-02	8.8988050e-03	7.9133010e-03	3.3869320e-03
101           	3.0742490e-02	8.7116790e-03	7.5868860e-03	3.3869550e-03
102           	3.1805500e-02	8.7174970e-03	7.6037500e-03	3.4328450e-03
103           	3.2613160e-02	8.6952530e-03	7.6638640e-03	3.4459860e-03
104           	3.2095850e-02	8.7554990e-03	7.6424570e-03	3.4245920e-03
105           	3.3352700e-02	8.6416810e-03	7.5237690e-03	3.3841760e-03
106           	3.3613730e-02	8.7668110e-03	7.5632490e-03	3.3654250e-03
107           	3.3351590e-02	8.7479530e-03	7.4810210e-03	3.3563870e-03
108           	3.2090710e-02	8.8154170e-03	7.4912430e-03	3.3380510e-03
109           	3.3539700e-02	8.7769500e-03	7.4935880e-03	3.3278740e-03
110           	3.1085300e-02	8.8603610e-03	7.5261370e-03	3.3045330e-03
111           	3.1048530e-02	8.7787550e-03	7.3373770e-03	3.3248760e-03
112           	3.0740210e-02	8.8499770e-03	7.4289300e-03	3.3537470e-03
113           	3.0520980e-02	8.8932120e-03	7.4420720e-03	3.3421580e-03
114           	3.2715330e-02	8.6872520e-03	7.2923740e-03	3.3163680e-03
115           	3.3823210e-02	8.9071730e-03	7.4617730e-03	3.2972250e-03
116           	3.1505640e-02	8.8712710e-03	7.3999130e-03	3.2638520e-03
117           	2.8805150e-02	8.9146700e-03	7.3368180e-03	3.2882630e-03
118           	2.9970270e-02	8.8229200e-03	7.2945520e-03	3.3051800e-03
119           	3.4361250e-02	8.9735680e-03	7.2656710e-03	3.2753330e-03
120           	3.4428860e-02	9.0666990e-03	7.3652530e-03	3.2491490e-03
121           	3.0466340e-02	9.0987750e-03	7.4131500e-03	3.2393610e-03
122           	3.0893650e-02	8.9029240e-03	7.2283780e-03	3.2154540e-03
123           	3.0686900e-02	8.9366540e-03	7.2236020e-03	3.2187200e-03
124           	2.9469850e-02	8.9918130e-03	7.2384410e-03	3.2437020e-03
125           	2.9072980e-02	8.9516920e-03	7.2393710e-03	3.2506800e-03
126           	2.9940780e-02	8.9273000e-03	7.1890290e-03	3.2471220e-03
127           	3.2064620e-02	9.0191550e-03	7.1492920e-03	3.2069410e-03
128           	3.0365790e-02	9.0235730e-03	7.1807800e-03	3.1828720e-03
129           	3.3145470e-02	9.0004440e-03	7.1035980e-03	3.1693700e-03
130           	3.0124180e-02	9.1294200e-03	7.2435020e-03	3.1747900e-03
131           	2.9383250e-02	8.9424130e-03	7.1336910e-03	3.1835630e-03
132           	2.9456040e-02	9.0006220e-03	7.0920290e-03	3.1858950e-03
133           	3.0389370e-02	9.0694650e-03	7.1475490e-03	3.1942490e-03
134           	3.1213870e-02	9.1870780e-03	7.2196340e-03	3.1856290e-03
135           	2.8845090e-02	8.9972870e-03	7.1295860e-03	3.1295170e-03
136           	3.1240110e-02	8.9622230e-03	7.0948630e-03	3.1571420e-03
137           	3.0592600e-02	9.0917590e-03	7.1727440e-03	3.1492860e-03
138           	2.8934710e-02	9.1207910e-03	7.1099460e-03	3.1395380e-03
139           	3.2473810e-02	9.0713680e-03	7.0837970e-03	3.1386610e-03
140           	3.0361680e-02	9.1922930e-03	7.2198450e-03	3.1149570e-03
141           	2.9252100e-02	9.1290870e-03	7.0693720e-03	3.1001860e-03
142           	2.9481540e-02	9.0998590e-03	7.0938270e-03	3.1315600e-03
143           	2.8585650e-02	9.0885820e-03	7.0761880e-03	3.1265300e-03
144           	2.7149940e-02	8.9981050e-03	7.1249680e-03	3.1341770e-03
145           	2.7838360e-02	8.9738790e-03	7.0833940e-03	3.1307870e-03
146           	2.9601050e-02	9.1022200e-03	7.0834100e-03	3.1048450e-03
147           	3.0291570e-02	9.2280390e-03	7.1661570e-03	3.1001460e-03
148           	2.9175750e-02	9.0657230e-03	7.0591080e-03	3.0720160e-03
149           	3.1150120e-02	9.0686130e-03	7.0973060e-03	3.0868010e-03
150           	2.9125910e-02	9.2017490e-03	7.2535240e-03	3.0884240e-03
151           	3.1524500e-02	9.0218910e-03	7.0900880e-03	3.0692360e-03
152           	3.0016240e-02	9.1224310e-03	7.1879600e-03	3.0544820e-03
153           	2.7427710e-02	9.0453910e-03	7.0991320e-03	3.0350470e-03
154           	2.7922680e-02	8.9709230e-03	7.0956630e-03	3.0651400e-03
155           	2.9080050e-02	9.0078640e-03	7.0721120e-03	3.0411860e-03
156           	2.8745590e-02	9.1070070e-03	7.1177470e-03	3.0431320e-03
157           	2.6346680e-02	8.9905040e-03	7.0416270e-03	3.0214540e-03
158           	2.7127530e-02	8.9193760e-03	7.1134140e-03	3.0724420e-03
159           	2.8357950e-02	8.9665740e-03	7.1204110e-03	3.0776490e-03
160           	3.3064200e-02	9.0277720e-03	7.1083600e-03	3.0302580e-03
161           	3.0036070e-02	9.0338930e-03	7.1942690e-03	3.0003100e-03
162           	2.8417650e-02	8.9471090e-03	7.0692720e-03	2.9950810e-03
163           	2.7628340e-02	8.9117270e-03	7.0431180e-03	3.0143000e-03
164           	2.7833840e-02	8.9388190e-03	7.0581690e-03	3.0157490e-03
165           	2.8036510e-02	8.8999950e-03	7.0545970e-03	2.9970030e-03
166           	2.8263190e-02	8.9672100e-03	7.0442440e-03	2.9865410e-03
167           	2.8579450e-02	8.9891660e-03	7.1663540e-03	3.0087060e-03
168           	2.7468370e-02	8.8376040e-03	7.0538910e-03	2.9974120e-03
169           	2.9708390e-02	8.8109640e-03	7.0172290e-03	2.9926950e-03
170           	2.9671620e-02	8.8439250e-03	7.0232280e-03	2.9610770e-03
171           	2.7882780e-02	8.7986780e-03	7.0144650e-03	2.9661520e-03
172           	2.7026030e-02	8.8345450e-03	6.9843980e-03	2.9545740e-03
173           	2.7659110e-02	8.7116000e-03	6.9675750e-03	2.9762730e-03
174           	2.8638060e-02	8.7221920e-03	6.9630300e-03	2.9492520e-03
175           	2.7405580e-02	8.7740890e-03	6.9454050e-03	2.9350020e-03
176           	2.7128310e-02	8.6769610e-03	6.9212730e-03	2.9360550e-03
177           	2.7903890e-02	8.6494050e-03	6.8786430e-03	2.9513320e-03
178           	2.7842780e-02	8.6884850e-03	6.9562040e-03	2.9400070e-03
179           	2.6300350e-02	8.6203200e-03	6.8712480e-03	2.9209820e-03
180           	2.6180060e-02	8.5459490e-03	6.8384310e-03	2.9271280e-03
181           	2.7148220e-02	8.5237650e-03	6.8414160e-03	2.9132390e-03
182           	2.5775900e-02	8.6105980e-03	6.8599550e-03	2.9155430e-03
183           	2.6298890e-02	8.5349540e-03	6.7995150e-03	2.9067800e-03
184           	2.6798420e-02	8.5280460e-03	6.7684510e-03	2.8900420e-03
185           	2.7114720e-02	8.4321950e-03	6.7876370e-03	2.8768950e-03
186           	2.7582500e-02	8.5068660e-03	6.7775790e-03	2.8865760e-03
187           	2.7204740e-02	8.4475750e-03	6.8104960e-03	2.8704090e-03
188           	2.6012230e-02	8.4449860e-03	6.7661970e-03	2.8818510e-03
189           	2.5605950e-02	8.3514300e-03	6.7259590e-03	2.8655980e-03
190           	2.5258380e-02	8.4791590e-03	6.8107950e-03	2.8955820e-03
191           	2.4657790e-02	8.3515740e-03	6.6853370e-03	2.8461750e-03
192           	2.8947640e-02	8.2770130e-03	6.6197220e-03	2.8307760e-03
193           	2.6518050e-02	8.4813190e-03	6.8135650e-03	2.8531440e-03
194           	2.6667620e-02	8.2954260e-03	6.6540610e-03	2.8158910e-03
195           	2.5657630e-02	8.3288810e-03	6.6866560e-03	2.8509860e-03
196           	2.4474850e-02	8.2469380e-03	6.5833910e-03	2.8213690e-03
197           	2.4521440e-02	8.2142580e-03	6.6253450e-03	2.8332010e-03
198           	2.5691620e-02	8.1665710e-03	6.5609280e-03	2.7830550e-03
199           	2.5863470e-02	8.1681340e-03	6.5235280e-03	2.7591610e-03
200           	2.3285580e-02	8.1844850e-03	6.5171710e-03	2.7522440e-03
201           	2.2996490e-02	8.1106230e-03	6.4927750e-03	2.7768210e-03
202           	2.5492250e-02	8.1415920e-03	6.5085280e-03	2.7817700e-03
203           	3.1086980e-02	8.0950050e-03	6.4299910e-03	2.7121710e-03
204           	2.8174380e-02	8.3245380e-03	6.7336490e-03	2.7488910e-03
205           	2.6263520e-02	8.1686930e-03	6.5392120e-03	2.7197940e-03
206           	2.6795270e-02	8.1939250e-03	6.3720990e-03	2.6864780e-03
207           	2.5813120e-02	8.1981960e-03	6.4055930e-03	2.6849800e-03
208           	2.3978070e-02	8.0854670e-03	6.3853690e-03	2.6993980e-03
209           	2.4114160e-02	8.1212130e-03	6.3791770e-03	2.6808890e-03
210           	2.6354500e-02	8.1596450e-03	6.3357050e-03	2.6504380e-03
211           	2.5190030e-02	8.1732820e-03	6.3242800e-03	2.6260650e-03
212           	2.6401810e-02	8.0738490e-03	6.1656000e-03	2.6022330e-03
213           	2.7588760e-02	8.2043780e-03	6.2428670e-03	2.6141230e-03
214           	2.7439530e-02	8.1533310e-03	6.1815420e-03	2.5748740e-03
215           	2.6192940e-02	8.2792530e-03	6.2428050e-03	2.5875850e-03
216           	2.4527120e-02	8.1029110e-03	6.0969930e-03	2.5545840e-03
217           	2.3267140e-02	8.0807460e-03	6.0378750e-03	2.5499170e-03
218           	2.3338420e-02	8.1304650e-03	6.0265090e-03	2.5382540e-03
219           	2.5862040e-02	8.0890210e-03	5.9562420e-03	2.5134070e-03
220           	2.7119350e-02	8.2028440e-03	5.9616300e-03	2.5142040e-03
221           	2.7852720e-02	8.1806540e-03	5.9568620e-03	2.5059550e-03
222           	2.5700280e-02	8.1609730e-03	5.9018100e-03	2.4940360e-03
223           	2.6365550e-02	8.1307490e-03	5.9651410e-03	2.5072250e-03
224           	2.7811600e-02	8.2290210e-03	6.0015600e-03	2.5033840e-03
225           	2.7124420e-02	8.2096390e-03	5.8726160e-03	2.4794700e-03
226           	2.5265970e-02	8.1843400e-03	5.8439190e-03	2.4684010e-03
227           	2.4258850e-02	8.0806280e-03	5.7936650e-03	2.4517040e-03
228           	2.5356600e-02	8.1518480e-03	5.8262950e-03	2.4643790e-03
229           	2.6754190e-02	8.1161940e-03	5.8032720e-03	2.4518740e-03
230           	2.7682730e-02	8.1519500e-03	5.7746070e-03	2.4399240e-03
231           	2.5713200e-02	8.1765940e-03	5.7469070e-03	2.4493050e-03
232           	2.4609340e-02	8.1418710e-03	5.7376510e-03	2.4472160e-03
233           	2.5793000e-02	8.1118210e-03	5.7782370e-03	2.4565810e-03
234           	2.8079890e-02	8.0673130e-03	5.6893560e-03	2.4405140e-03
235           	2.6473860e-02	8.1626120e-03	5.7703440e-03	2.4379750e-03
236           	2.3451470e-02	8.1152870e-03	5.7475230e-03	2.4305610e-03
237           	2.3022440e-02	8.0021540e-03	5.6334280e-03	2.4313640e-03
238           	2.5486200e-02	8.0237650e-03	5.7398650e-03	2.4737320e-03
239           	2.6305510e-02	8.0759500e-03	5.6444490e-03	2.4382090e-03
240           	2.6487890e-02	8.0383230e-03	5.5569720e-03	2.4118000e-03
241           	2.5321720e-02	8.0434170e-03	5.6338650e-03	2.4128680e-03
242           	2.5852630e-02	7.9899280e-03	5.5870390e-03	2.4021620e-03
243           	2.4063060e-02	7.9741310e-03	5.5420100e-03	2.4012940e-03
244           	2.5738240e-02	7.9167050e-03	5.5269160e-03	2.3942580e-03
245           	2.5584460e-02	8.0556900e-03	5.6657950e-03	2.4202930e-03
246           	2.6199460e-02	7.9633800e-03	5.5812810e-03	2.3974920e-03
247           	2.6979460e-02	7.8805530e-03	5.5305680e-03	2.3896090e-03
248           	2.8186720e-02	7.9586140e-03	5.5359100e-03	2.3726470e-03
249           	2.8015430e-02	8.0421500e-03	5.5375230e-03	2.3729100e-03
250           	2.7041140e-02	7.9236430e-03	5.4999530e-03	2.3716240e-03
251           	2.5997370e-02	7.7771390e-03	5.4139410e-03	2.3412710e-03
252           	2.4811780e-02	7.7592410e-03	5.3891910e-03	2.3286890e-03
253           	2.4735650e-02	7.7781660e-03	5.4701910e-03	2.3394880e-03
254           	2.4285340e-02	7.7828410e-03	5.4385310e-03	2.3141880e-03
255           	2.5493000e-02	7.7005810e-03	5.3496170e-03	2.2970860e-03
256           	2.5023740e-02	7.6771140e-03	5.3659420e-03	2.2990100e-03
257           	2.3906000e-02	7.5546610e-03	5.3131100e-03	2.2713490e-03
258           	2.4067680e-02	7.5404440e-03	5.3282250e-03	2.2820120e-03
259           	2.4266480e-02	7.5751680e-03	5.2925140e-03	2.2540110e-03
260           	2.5371970e-02	7.4954530e-03	5.2358470e-03	2.2158640e-03
261           	2.4413010e-02	7.5661380e-03	5.2620770e-03	2.2089690e-03
262           	2.2864440e-02	7.5532890e-03	5.2838250e-03	2.2033300e-03
263           	2.2555100e-02	7.5133060e-03	5.2422850e-03	2.1929230e-03
264           	2.2859300e-02	7.3992800e-03	5.2156530e-03	2.1827860e-03
265           	2.7618180e-02	7.3560140e-03	5.1447700e-03	2.1494420e-03
266           	2.5311980e-02	7.4467420e-03	5.2508840e-03	2.1322870e-03
267           	2.3510310e-02	7.4220350e-03	5.2564550e-03	2.1238410e-03
268           	2.4823060e-02	7.3050520e-03	5.1234880e-03	2.1053800e-03
269           	2.6854390e-02	7.3220480e-03	5.1225110e-03	2.1096250e-03
270           	2.3865960e-02	7.4260090e-03	5.1214420e-03	2.1101880e-03
271           	2.1882700e-02	7.3538560e-03	5.0997820e-03	2.0789670e-03
272           	2.2719360e-02	7.2769970e-03	5.0679460e-03	2.0599750e-03
273           	2.4509210e-02	7.2239450e-03	5.0451550e-03	2.0440560e-03
274           	2.5281830e-02	7.2995070e-03	5.0730600e-03	2.0449750e-03
275           	2.5414290e-02	7.1165880e-03	4.9599440e-03	2.0168440e-03
276           	2.5945500e-02	7.1631600e-03	4.9987120e-03	2.0263930e-03
277           	2.2686850e-02	7.2119740e-03	5.0416400e-03	2.0177320e-03
278           	2.3918270e-02	7.0310950e-03	4.9161660e-03	1.9782230e-03
279           	2.2400730e-02	7.2483510e-03	5.1514280e-03	2.0242670e-03
280           	2.2870960e-02	7.1305510e-03	5.0453800e-03	1.9939750e-03
281           	2.3095670e-02	7.0254640e-03	4.9557520e-03	1.9536790e-03
282           	2.2518420e-02	7.2290320e-03	5.1482760e-03	1.9693690e-03
283           	2.4192840e-02	7.0763820e-03	5.0082480e-03	1.9400230e-03
284           	2.4280490e-02	6.9824730e-03	4.8944360e-03	1.9143160e-03
285           	2.4181600e-02	7.0567270e-03	4.9770990e-03	1.9174830e-03
286           	2.1316730e-02	7.0877230e-03	5.0448680e-03	1.9183500e-03
287           	2.4025490e-02	6.9146970e-03	4.8527970e-03	1.8832810e-03
288           	2.1720370e-02	6.9851090e-03	4.8937150e-03	1.8828300e-03
289           	2.1470420e-02	6.8951460e-03	4.8485350e-03	1.8659870e-03
290           	2.3846080e-02	6.9698280e-03	4.9646890e-03	1.8998660e-03
291           	2.1924890e-02	7.0009480e-03	4.8478820e-03	1.8595880e-03
292           	2.0361430e-02	6.8818800e-03	4.8010340e-03	1.8300540e-03
293           	2.0050440e-02	6.8160640e-03	4.8775910e-03	1.8550260e-03
294           	2.2883350e-02	6.8104920e-03	4.8557490e-03	1.8519540e-03
295           	2.4930220e-02	6.8766520e-03	4.8618260e-03	1.8306770e-03
296           	2.3973730e-02	6.9556210e-03	4.9061180e-03	1.8350820e-03
297           	2.2989660e-02	6.9315380e-03	4.9068470e-03	1.8245070e-03
298           	2.2910470e-02	6.9014430e-03	4.8528510e-03	1.8036590e-03
299           	2.3634670e-02	6.8743170e-03	4.8526710e-03	1.8062020e-03
300           	2.5191710e-02	6.8889180e-03	4.8299530e-03	1.7873070e-03
301           	2.4745810e-02	6.9540490e-03	4.8882180e-03	1.8085680e-03
302           	2.2426040e-02	6.9911430e-03	4.8826200e-03	1.8051270e-03
303           	2.4139410e-02	6.8177780e-03	4.8561580e-03	1.8077640e-03
304           	2.4844360e-02	6.8760370e-03	4.8372810e-03	1.7727960e-03
305           	2.5092840e-02	6.8935760e-03	4.9096140e-03	1.7723880e-03
306           	2.3878940e-02	6.9008210e-03	4.8980040e-03	1.7748970e-03
307           	2.2635140e-02	6.8789520e-03	4.9251440e-03	1.7748990e-03
308           	2.5042900e-02	6.8273750e-03	4.8328320e-03	1.7719500e-03
309           	2.6359180e-02	7.0249750e-03	4.9638110e-03	1.7956950e-03
310           	2.3200490e-02	6.9373980e-03	4.8675860e-03	1.7673560e-03
311           	2.1177940e-02	6.7623070e-03	4.7504190e-03	1.7257390e-03
312           	2.1323820e-02	6.7343730e-03	4.7345290e-03	1.7322980e-03
313           	2.3053180e-02	6.7614370e-03	4.7769950e-03	1.7390420e-03
314           	2.3116960e-02	6.7534400e-03	4.7434610e-03	1.7201520e-03
315           	2.1857730e-02	6.8043540e-03	4.8281510e-03	1.7211580e-03
316           	2.1313000e-02	6.7627330e-03	4.8048560e-03	1.7194520e-03
317           	2.3642340e-02	6.7515950e-03	4.7437880e-03	1.6958540e-03
318           	2.1876070e-02	6.8442130e-03	4.8236640e-03	1.7308470e-03
319           	2.2872260e-02	6.7794520e-03	4.7474600e-03	1.7159490e-03
320           	2.2739630e-02	6.8105490e-03	4.7745650e-03	1.6978220e-03
321           	2.3783140e-02	6.7689430e-03	4.8047540e-03	1.6969790e-03
322           	2.5005480e-02	6.7553200e-03	4.7558590e-03	1.6922180e-03
323           	2.4002050e-02	6.7530910e-03	4.7735840e-03	1.6942680e-03
324           	2.0567820e-02	6.7667820e-03	4.7906310e-03	1.6958340e-03
325           	1.9488250e-02	6.6737580e-03	4.7333970e-03	1.6681620e-03
326           	1.9087710e-02	6.6511380e-03	4.6933350e-03	1.6608690e-03
327           	2.0749570e-02	6.6540760e-03	4.7058050e-03	1.6646340e-03
328           	2.3114360e-02	6.7480240e-03	4.7776220e-03	1.6728730e-03
329           	2.3849880e-02	6.7490630e-03	4.6905120e-03	1.6750610e-03
330           	2.1538310e-02	6.7530130e-03	4.8080450e-03	1.6996080e-03
331           	1.9026880e-02	6.6128050e-03	4.6193080e-03	1.6387170e-03
332           	2.0263750e-02	6.5700920e-03	4.6669530e-03	1.6737040e-03
333           	1.9401210e-02	6.6299170e-03	4.5984170e-03	1.6156740e-03
334           	1.9523980e-02	6.5870400e-03	4.5934560e-03	1.6076110e-03
335           	1.9867460e-02	6.5211080e-03	4.5400900e-03	1.6001970e-03
336           	2.2223800e-02	6.5321770e-03	4.5052940e-03	1.5831250e-03
337           	2.2178350e-02	6.5439880e-03	4.5634260e-03	1.5964600e-03
338           	1.9825750e-02	6.5804370e-03	4.4839570e-03	1.5839900e-03
339           	1.9881080e-02	6.5144140e-03	4.4469410e-03	1.5645130e-03
340           	2.3317320e-02	6.5967980e-03	4.5513130e-03	1.5882650e-03
341           	2.2194480e-02	6.6866500e-03	4.6094120e-03	1.5943760e-03
342           	2.0478770e-02	6.5059200e-03	4.4287200e-03	1.5355100e-03
343           	1.9919950e-02	6.4570430e-03	4.4070340e-03	1.5443390e-03
344           	1.9097200e-02	6.4884310e-03	4.4484600e-03	1.5387780e-03
345           	2.0240600e-02	6.4952650e-03	4.4088680e-03	1.5408990e-03
346           	2.0892620e-02	6.4676070e-03	4.4423560e-03	1.5363140e-03
347           	1.9104590e-02	6.4606090e-03	4.3655320e-03	1.5005580e-03
348           	2.0569260e-02	6.3553490e-03	4.2776300e-03	1.5023860e-03
349           	2.0352760e-02	6.4224900e-03	4.3649160e-03	1.5184410e-03
350           	2.3121630e-02	6.3210780e-03	4.2145720e-03	1.4773970e-03
351           	2.0918750e-02	6.4404630e-03	4.3013580e-03	1.4826500e-03
352           	1.9035140e-02	6.2045310e-03	4.1228500e-03	1.4383780e-03
353           	1.8042710e-02	6.1316290e-03	4.1438080e-03	1.4695270e-03
354           	1.9090130e-02	6.1442760e-03	4.0883720e-03	1.4483530e-03
355           	2.1831590e-02	6.2397230e-03	4.2058190e-03	1.4587460e-03
356           	1.9265330e-02	6.2742770e-03	4.2669870e-03	1.4459370e-03
357           	1.8452040e-02	5.9737180e-03	3.9151760e-03	1.3839300e-03
